# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  7.46811E-05    -2.30     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.061
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000012E-001         3.5569221231221211E+000         5.3689741799397561E+000        -2.7484971903808972E+000            0.000084           15.806511           14.314182           12.726331           11.777493           10.956622            9.887323            9.190198            8.973186           11.995957           13.536052           12.789113           14.787577           12.922153           12.039866            0.000000
  245         9.9000000000000004E+000         1.0714588269683455E-001         3.5629153437893173E+000         5.3465424869346974E+000        -2.6769263435586703E+000            0.000084           15.448530           14.057536           12.509604           11.582101           10.784350            9.732832            9.046165            8.832527           11.804099           13.284128           12.577323           14.505851           12.701695           11.849876            0.000000
  246         9.9000000000000004E+000         1.0722304387610306E-001         3.5629766698853835E+000         5.3462933917919147E+000        -2.6761601990388790E+000            0.000084           15.444794           14.054804           12.507292           11.580012           10.782496            9.731161            9.044600            8.830997           11.802042           13.281445           12.575058           14.502869           12.699336           11.847838            0.000000
  247         9.9000000000000004E+000         1.0816230918091652E-001         3.5636423284281684E+000         5.3431079732180082E+000        -2.6670042569882755E+000            0.000084           15.401733           14.023079           12.480227           11.555418           10.760423            9.711045            9.025621            8.812385           11.777767           13.250051           12.548512           14.468331           12.671822           11.823766            0.000000
  248         9.9000000000000004E+000         1.0951713507098083E-001         3.5648871626690242E+000         5.3390576374623313E+000        -2.6532031834066165E+000            0.000084           15.331331           13.971645           12.437220           11.516963           10.726711            9.681196            8.997946            8.785480           11.739893           13.199997           12.506413           14.412057           12.627942           11.786285            0.000000
  249         9.9000000000000004E+000         1.1870905969567282E-001         3.5721061139566075E+000         5.3091500547596455E+000        -2.5620478627703278E+000            0.000084           14.894897           13.647322           12.163130           11.270096           10.504515            9.481694            8.811353            8.603142           11.495028           12.880072           12.238000           14.059181           12.348662           11.543354            0.000000
  250         9.9000000000000004E+000         1.2165550540796811E-001         3.5741812745873327E+000         5.2990621728686280E+000        -2.5332826187388715E+000            0.000084           14.762643           13.548535           12.079292           11.194286           10.434431            9.418410            8.752048            8.544971           11.419286           12.780944           12.156138           13.951930           12.263366           11.467998            0.000000
  251         9.9000000000000004E+000         1.2174598840851075E-001         3.5742519624699258E+000         5.2987657922959288E+000        -2.5323848259494102E+000            0.000084           14.758245           13.545295           12.076590           11.191874           10.432213            9.416438            8.750222            8.543184           11.416871           12.777659           12.153510           13.948392           12.260610           11.465595            0.000000
  252         9.9000000000000004E+000         1.3023327656124448E-001         3.5812678119975230E+000         5.2716782166563219E+000        -2.4473435675824815E+000            0.000084           14.349432           13.240308           11.822462           10.964605           10.223060            9.231302            8.579653            8.376719           11.189175           12.472361           11.905837           13.616621           12.001369           11.238995            0.000000
  253         9.9000000000000004E+000         1.3031029117819171E-001         3.5813290505385433E+000         5.2714267138962594E+000        -2.4465758830872191E+000            0.000084           14.345682           13.237501           11.820144           10.962537           10.221159            9.229610            8.578094            8.375196           11.187097           12.469501           11.903578           13.613565           11.998996           11.236925            0.000000
  254         9.9000000000000004E+000         1.3530239765784721E-001         3.5848459651074371E+000         5.2541623944412450E+000        -2.3976628804326201E+000            0.000084           14.124046           13.068130           11.677227           10.833355           10.100740            9.121061            8.477007            8.276196           11.057385           12.298343           11.763791           13.430381           11.853234           11.107655            0.000000
