# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  8.37910E-05    -2.25     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.061
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000014E-001         3.5544278825464146E+000         5.3657087779759030E+000        -2.7552087201437954E+000            0.000094           15.906212           14.382788           12.773145           11.813575           10.982572            9.901365            9.197874            8.978868           12.031649           13.604329           12.831730           14.865990           12.971730           12.074666            0.000000
  245         9.9000000000000004E+000         1.0772934211384919E-001         3.5610722355749580E+000         5.3417640262433528E+000        -2.6774654649497442E+000            0.000094           15.524613           14.108664           12.540377           11.602983           10.796473            9.734780            9.042642            8.827417           11.824883           13.337532           12.605135           14.566454           12.735439           11.869871            0.000000
  246         9.9000000000000004E+000         1.0780653418529053E-001         3.5611353307165468E+000         5.3415182440121214E+000        -2.6766954483676804E+000            0.000094           15.520923           14.105955           12.538064           11.600899           10.794614            9.733110            9.041075            8.825889           11.822826           13.334896           12.602874           14.563500           12.733088           11.867834            0.000000
  247         9.9000000000000004E+000         1.0860213054008745E-001         3.5617020215417314E+000         5.3388255716763764E+000        -2.6689340944057167E+000            0.000094           15.485051           14.079441           12.515244           11.580189           10.775934            9.716100            9.025002            8.810133           11.802362           13.308804           12.580540           14.534639           12.709911           11.847536            0.000000
  248         9.9000000000000004E+000         1.1027087624881274E-001         3.5632406255958453E+000         5.3338471130394103E+000        -2.6519242616934693E+000            0.000094           15.400611           14.017383           12.463120           11.533248           10.734543            9.679442            8.990910            8.777008           11.756068           13.249001           12.529410           14.466964           12.656440           11.801721            0.000000
  249         9.9000000000000004E+000         1.1929674652242887E-001         3.5705279595580137E+000         5.3048681833719771E+000        -2.5620088710404589E+000            0.000094           14.972634           13.696607           12.192236           11.288284           10.514358            9.482542            8.806855            8.597392           11.513071           12.935710           12.264382           14.117638           12.380466           11.560781            0.000000
  250         9.9000000000000004E+000         1.2176498697668532E-001         3.5722692344416864E+000         5.2964232916914193E+000        -2.5379062916494406E+000            0.000094           14.861997           13.612828           12.121131           11.223786           10.455091            9.429137            8.756810            8.548334           11.448750           12.852424           12.194850           14.026876           12.308086           11.496851            0.000000
  251         9.9000000000000004E+000         1.2185324274944360E-001         3.5723401007422537E+000         5.2961380300233003E+000        -2.5370267478656605E+000            0.000094           14.857682           13.609596           12.118435           11.221373           10.452892            9.427192            8.755011            8.546576           11.446342           12.849194           12.192223           14.023359           12.305335           11.494459            0.000000
  252         9.9000000000000004E+000         1.3082449606434221E-001         3.5799536598524919E+000         5.2678907351471960E+000        -2.4467305169497480E+000            0.000094           14.414783           13.276964           11.842315           10.974660           10.226815            9.229058            8.573802            8.369824           11.199677           12.518163           11.923143           13.661561           12.023425           11.249164            0.000000
  253         9.9000000000000004E+000         1.3090153237968363E-001         3.5800166632739678E+000         5.2676425336108954E+000        -2.4459589977525766E+000            0.000094           14.411131           13.274163           11.839978           10.972559           10.224875            9.227360            8.572248            8.368307           11.197574           12.515396           11.920860           13.658523           12.021059           11.247070            0.000000
  254         9.9000000000000004E+000         1.3507446286400179E-001         3.5829593821286392E+000         5.2532170298467014E+000        -2.4050665388184056E+000            0.000094           14.221989           13.128226           11.717828           10.861963           10.122242            9.135699            8.487501            8.285249           11.086824           12.368504           11.801398           13.500257           11.896764           11.136730            0.000000
  255         9.9000000000000004E+000         1.3516264383621754E-001         3.5830302381843864E+000         5.2529291479427727E+000        -2.4041846801809648E+000            0.000094           14.217748           13.124992           11.715135           10.859550           10.120014            9.133735            8.485706            8.283497           11.084403           12.365236           11.798767           13.496712           11.894011           11.134320            0.000000
  256         9.9000000000000004E+000         1.4246144835298824E-001         3.5894731538807965E+000         5.2301936591194735E+000        -2.3299728863807410E+000            0.000094           13.846357           12.845400           11.483786           10.655216            9.931404            8.969764            8.336407            8.138353           10.878334           12.086234           11.572717           13.193052           11.657139           10.929110            0.000000
  257         9.9000000000000004E+000         1.4253830900415473E-001         3.5895360521872219E+000         5.2299428841303515E+000        -2.3291998336589730E+000            0.000094           13.842630           12.842526           11.481392           10.653071            9.929427            8.968020            8.334818            8.136806           10.876258           12.083340           11.570378           13.189962           11.654688           10.927040            0.000000
  258         9.9000000000000004E+000         1.4876409432523005E-001         3.5935468761522427E+000         5.2098937598065254E+000        -2.2721748945739266E+000            0.000094           13.589038           12.641671           11.310870           10.497176            9.783973            8.837539            8.214398            8.019076           10.721163           11.882675           11.405475           12.975729           11.479994           10.772586            0.000000
