# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.05479E-04    -2.15     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.061
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000019E-001         3.5494394013950004E+000         5.3591779740481984E+000        -2.7686317796695907E+000            0.000114           16.072100           14.500262           12.855556           11.877357           11.028152            9.925127            9.210439            8.987265           12.093692           13.717574           12.906482           14.998417           13.058504           12.135094            0.000000
  245         9.9000000000000004E+000         1.0889626094787852E-001         3.5573860191462390E+000         5.3322071048606627E+000        -2.6785437077318921E+000            0.000114           15.635054           14.186698           12.589270           11.636385           10.813956            9.735057            9.033939            8.815585           11.857886           13.411072           12.648807           14.655492           12.788869           11.901368            0.000000
  246         9.9000000000000004E+000         1.0897351480366552E-001         3.5574526523788732E+000         5.3319679484525349E+000        -2.6777659470252821E+000            0.000114           15.631371           14.183966           12.586950           11.634275           10.812092            9.733386            9.032383            8.814068           11.855810           13.408482           12.646550           14.652556           12.786514           11.899311            0.000000
  247         9.9000000000000004E+000         1.0948177325842935E-001         3.5578214077688575E+000         5.3302607685931171E+000        -2.6727937692406005E+000            0.000114           15.608907           14.167180           12.572539           11.621056           10.800223            9.722562            9.022191            8.804076           11.842772           13.392307           12.632496           14.634533           12.771909           11.886376            0.000000
  248         9.9000000000000004E+000         1.1177835860447655E-001         3.5599475514494880E+000         5.3234260641935673E+000        -2.6493664182671743E+000            0.000114           15.496381           14.084249           12.501529           11.556658           10.743642            9.672337            8.975568            8.758755           11.779316           13.313210           12.563361           14.544258           12.699711           11.823563            0.000000
  249         9.9000000000000004E+000         1.2047212017594099E-001         3.5673716507608275E+000         5.2963044405966393E+000        -2.5619308875807212E+000            0.000114           15.086425           13.773814           12.238315           11.317505           10.529150            9.481750            8.797680            8.585485           11.542096           13.015228           12.306111           14.207302           12.431171           11.588544            0.000000
  250         9.9000000000000004E+000         1.2198395011411979E-001         3.5684451541503952E+000         5.2911455293370011E+000        -2.5471536374705792E+000            0.000114           15.019977           13.722561           12.194694           11.277566           10.492627            9.448858            8.766782            8.555216           11.502286           12.965105           12.263434           14.151764           12.386787           11.549024            0.000000
  251         9.9000000000000004E+000         1.2206775143130934E-001         3.5685163772869104E+000         5.2908825054780451E+000        -2.5463105916981621E+000            0.000114           15.016031           13.719540           12.192149           11.275252           10.490534            9.447009            8.765066            8.553545           11.499982           12.962201           12.260948           14.148481           12.384196           11.546739            0.000000
  252         9.9000000000000004E+000         1.3200693507053757E-001         3.5773253555624289E+000         5.2603157721289451E+000        -2.4455044156842809E+000            0.000114           14.520247           13.341807           11.878428           10.993824           10.234844            9.224527            8.562019            8.355860           11.219348           12.592455           11.955067           13.738472           12.063795           11.268097            0.000000
  253         9.9000000000000004E+000         1.3208401478266746E-001         3.5773918887448168E+000         5.2600741730401674E+000        -2.4447252270832927E+000            0.000114           14.516359           13.338825           11.875967           10.991625           10.232832            9.222785            8.560448            8.354328           11.217152           12.589505           11.952665           13.735224           12.061278           11.265913            0.000000
  254         9.9000000000000004E+000         1.3461859327631095E-001         3.5791862161710442E+000         5.2513263006576150E+000        -2.4198738555899761E+000            0.000114           14.399787           13.248091           11.799915           10.922902           10.169146            9.166374            8.508754            8.303638           11.148427           12.498973           11.878295           13.636842           11.983695           11.197513            0.000000
  255         9.9000000000000004E+000         1.3470228443507162E-001         3.5792573909872867E+000         5.2510611091688100E+000        -2.4190292242925140E+000            0.000114           14.395582           13.244836           11.797231           10.920503           10.166947            9.164472            8.507043            8.301970           11.146028           12.495753           11.875674           13.633301           11.980949           11.195127            0.000000
  256         9.9000000000000004E+000         1.4364996237222086E-001         3.5873784233990973E+000         5.2236133505995932E+000        -2.3275857545614165E+000            0.000114           13.924341           12.886352           11.503122           10.658383            9.927967            8.958794            8.322850            8.122907           10.883388           12.140546           11.588312           13.241849           11.680275           10.933893            0.000000
  257         9.9000000000000004E+000         1.4372686021299291E-001         3.5874448493595379E+000         5.2233691110785783E+000        -2.3268049957591619E+000            0.000114           13.920343           12.883322           11.500618           10.656220            9.925913            8.957048            8.321251            8.121351           10.881147           12.137537           11.585863           13.238585           11.677707           10.931664            0.000000
  258         9.9000000000000004E+000         1.4749307534292788E-001         3.5898799958914380E+000         5.2112459678608758E+000        -2.2922734824510949E+000            0.000114           13.760788           12.758034           11.394514           10.560679            9.836036            8.877799            8.248085            8.049770           10.786476           12.013270           11.481746           13.104580           11.569371           10.837270            0.000000
  259         9.9000000000000004E+000         1.6136023918205716E-001         3.5955766613800604E+000         5.1835309206013962E+000        -2.2039607255859877E+000            0.000114           13.382115           12.448544           11.130584           10.315778            9.607199            8.671251            8.056864            7.862580           10.540707           11.706989           11.222325           12.776803           11.299078           10.592509            0.000000
  260         9.9000000000000004E+000         1.6151817820574405E-001         3.5956198882955750E+000         5.1832590706788633E+000        -2.2031213183509775E+000            0.000114           13.378842           12.445788           11.128181           10.313505            9.605050            8.669264            8.054986            7.860734           10.538426           11.704252           11.219913           12.773915           11.296637           10.590235            0.000000
  261         9.9000000000000004E+000         1.7591748011317748E-001         3.5996147839383204E+000         5.1577155162763768E+000        -2.1256179912957855E+000            0.000114           13.080242           12.195874           10.904137           10.104210            9.407392            8.485754            7.881286            7.690241           10.328229           11.453219           10.997695           12.510771           11.071139           10.380614            0.000000
  262         9.9000000000000004E+000         1.7613764250584313E-001         3.5996732014294821E+000         5.1573256300343031E+000        -2.1244443053447850E+000            0.000114           13.075793           12.192135           10.900756           10.101068            9.404422            8.482976            7.878648            7.687648           10.325068           11.449441           10.994360           12.506871           11.067742           10.377462            0.000000
  263         9.9000000000000004E+000         1.8678621434644652E-001         3.6025584582650425E+000         5.1383948399027108E+000        -2.0673644363774586E+000            0.000114           12.862240           12.010595           10.736502            9.948185            9.260278            8.348004            7.750484            7.561728           10.171387           11.267935           10.832237           12.318059           10.900953           10.224172            0.000000
  264         9.9000000000000004E+000         2.0042536940683270E-001         3.6052277518813907E+000         5.1161916186921887E+000        -2.0033280269055997E+000            0.000114           12.638393           11.815281           10.557403            9.779759            9.099603            8.195515            7.603316            7.416724           10.002069           11.072528           10.655163           12.116361           10.719463           10.055181            0.000000
  265         9.9000000000000004E+000         2.0558340012288837E-001         3.6061289838259323E+000         5.1086211748186390E+000        -1.9811259889968276E+000            0.000114           12.561991           11.748065           10.495657            9.721615            9.043923            8.142642            7.552133            7.366304            9.943601           11.005301           10.594100           12.047120           10.656908            9.996817            0.000000
  266         9.9000000000000004E+000         2.1024611768298521E-001         3.6071717236590466E+000         5.1008478759027343E+000        -1.9584877554427225E+000            0.000114           12.481939           11.678088           10.431945            9.662006            8.987079            8.089101            7.500535            7.315603            9.883626           10.935489           10.531161           11.974936           10.592266            9.936962            0.000000
