# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.18344E-04    -2.10     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.061
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000020E-001         3.5469451608192935E+000         5.3559125720843452E+000        -2.7753433094324889E+000            0.000123           16.150555           14.554514           12.894610           11.907098           11.048888            9.935499            9.214643            8.990055           12.121680           13.769696           12.941950           15.059897           13.099437           12.162310            0.000000
  245         9.9000000000000004E+000         1.0947972036489317E-001         3.5555429109318801E+000         5.3274286441693173E+000        -2.6790828291229660E+000            0.000123           15.677439           14.219844           12.609892           11.650521           10.820755            9.733913            9.028691            8.808887           11.871703           13.439734           12.667114           14.690351           12.811368           11.914502            0.000000
  246         9.9000000000000004E+000         1.0955700511285300E-001         3.5556113132100369E+000         5.3271928006727416E+000        -2.6783011963540830E+000            0.000123           15.673705           14.217074           12.607545           11.648392           10.818861            9.732239            9.027141            8.807375           11.869611           13.437039           12.664837           14.687362           12.808985           11.912430            0.000000
  247         9.9000000000000004E+000         1.0992159461760029E-001         3.5558811008824218E+000         5.3259783670514871E+000        -2.6747236066580422E+000            0.000123           15.657457           14.204993           12.597166           11.638883           10.810273            9.724482            9.019865            8.800240           11.860250           13.425160           12.654736           14.674321           12.798471           11.903142            0.000000
  248         9.9000000000000004E+000         1.1253209978230846E-001         3.5583010143763087E+000         5.3182155397706454E+000        -2.6480874965540266E+000            0.000123           15.529938           14.110129           12.516853           11.565969           10.745939            9.667573            8.967196            8.748995           11.788520           13.334785           12.576668           14.571899           12.716898           11.832111            0.000000
  249         9.9000000000000004E+000         1.2105980700269701E-001         3.5657934963622346E+000         5.2920225692089700E+000        -2.5618918958508523E+000            0.000123           15.126509           13.803452           12.256430           11.328923           10.534119            9.480191            8.792870            8.579273           11.553552           13.041867           12.322466           14.239568           12.451459           11.599367            0.000000
  250         9.9000000000000004E+000         1.2209343168283697E-001         3.5665331140047489E+000         5.2885066481597924E+000        -2.5517773103811487E+000            0.000123           15.081446           13.768487           12.226605           11.301512           10.509098            9.457678            8.771720            8.558558           11.526234           13.007886           12.293291           14.201838           12.421128           11.572256            0.000000
  251         9.9000000000000004E+000         1.2217500577224219E-001         3.5666045155592387E+000         5.2882547432054174E+000        -2.5509525136144129E+000            0.000123           15.077564           13.765492           12.224088           11.299221           10.507037            9.455866            8.770041            8.556923           11.523952           13.005019           12.290833           14.198586           12.418562           11.569994            0.000000
  252         9.9000000000000004E+000         1.3259815457363527E-001         3.5760112034173983E+000         5.2565282906198183E+000        -2.4448913650515474E+000            0.000123           14.559905           13.368614           11.893663           11.001637           10.237755            9.221802            8.556068            8.348771           11.227350           12.620147           11.968551           13.768262           12.081161           11.275702            0.000000
  253         9.9000000000000004E+000         1.3267525598415936E-001         3.5760795014802409E+000         5.2562899927548035E+000        -2.4441083417486502E+000            0.000123           14.555937           13.365566           11.891153           10.999409           10.235731            9.220047            8.554483            8.347226           11.225124           12.617128           11.966106           13.764959           12.078588           11.273491            0.000000
