# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  5.93243E-05    -2.40     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.061
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000009E-001         3.5619106042735353E+000         5.3755049838674633E+000        -2.7350741308551019E+000            0.000065           15.580769           14.159547           12.620384           11.697475           10.901940            9.856982            9.173947            8.961110           11.917661           13.375583           12.690174           14.610718           12.809336           11.963668            0.000000
  245         9.9000000000000004E+000         1.0597896386280524E-001         3.5666015602180363E+000         5.3560994083173883E+000        -2.6758481007765225E+000            0.000065           15.287506           13.948126           12.441809           11.537332           10.760020            9.728612            9.054196            8.844145           11.760204           13.165829           12.514959           14.379277           12.627523           11.807664            0.000000
  246         9.9000000000000004E+000         1.0605606325772805E-001         3.5666593482230575E+000         5.3558436873515012E+000        -2.6750897003812772E+000            0.000065           15.283796           13.945343           12.439467           11.535248           10.758165            9.726939            9.052649            8.842629           11.758143           13.163001           12.512668           14.376246           12.625132           11.805621            0.000000
  247         9.9000000000000004E+000         1.0728266646257463E-001         3.5675229422010415E+000         5.3516727763012684E+000        -2.6631445821533921E+000            0.000065           15.228395           13.904146           12.404325           11.503548           10.729609            9.700836            9.028204            8.818603           11.726821           13.121922           12.478159           14.331401           12.589381           11.774542            0.000000
  248         9.9000000000000004E+000         1.0800965271531701E-001         3.5681802368153819E+000         5.3494786863081760E+000        -2.6557610268329115E+000            0.000065           15.191304           13.876903           12.381549           11.483351           10.711800            9.684998            9.013652            8.804412           11.706901           13.095131           12.455847           14.301609           12.566134           11.754813            0.000000
  249         9.9000000000000004E+000         1.1753368604216073E-001         3.5752624227537941E+000         5.3177137975349842E+000        -2.5621258462300651E+000            0.000065           14.756010           13.556298           12.109487           11.238603           10.487940            9.482110            8.824175            8.618329           11.463089           12.773995           12.189909           13.953484           12.289356           11.512493            0.000000
  250         9.9000000000000004E+000         1.2143654227053367E-001         3.5780053548786248E+000         5.3043399352230454E+000        -2.5240352729177329E+000            0.000065           14.584242           13.430229           12.002261           11.141611           10.397453            9.399648            8.746397            8.542015           11.365780           12.646417           12.085288           13.815928           12.180351           11.415549            0.000000
  251         9.9000000000000004E+000         1.2153147972664501E-001         3.5780756859252700E+000         5.3040213168411841E+000        -2.5231009821169081E+000            0.000065           14.579968           13.427100           11.999614           11.139225           10.395233            9.397635            8.744504            8.540162           11.363384           12.643255           12.082705           13.812505           12.177657           11.413163            0.000000
  252         9.9000000000000004E+000         1.2905083755504912E-001         3.5838961162875855E+000         5.2792531796745736E+000        -2.4485696688479486E+000            0.000065           14.236065           13.174956           11.787140           10.948345           10.217792            9.237381            8.594320            8.393386           11.171490           12.388536           11.875391           13.538751           11.961088           11.221932            0.000000
  253         9.9000000000000004E+000         1.2912780877520788E-001         3.5839538250676943E+000         5.2789950744669873E+000        -2.4478096537565035E+000            0.000065           14.232614           13.172403           11.784980           10.946402           10.215977            9.235737            8.592776            8.391876           11.169533           12.385952           11.873281           13.535995           11.958886           11.219982            0.000000
  254         9.9000000000000004E+000         1.3575826724553802E-001         3.5886191310650335E+000         5.2560531236303323E+000        -2.3828555636610491E+000            0.000065           13.949206           12.957106           11.601517           10.780771           10.061359            9.093952            8.458974            8.260942           11.002523           12.167524           11.693840           13.304729           11.771915           11.053395            0.000000
  255         9.9000000000000004E+000         1.3585318293793644E-001         3.5886895089800372E+000         5.2557312061037180E+000        -2.3819178640136403E+000            0.000065           13.945082           12.953953           11.598838           10.778405           10.059087            9.091918            8.457050            8.259065           11.000091           12.164332           11.691219           13.301348           11.769182           11.050969            0.000000
  256         9.9000000000000004E+000         1.4067867732413930E-001         3.5926152496033446E+000         5.2400641218992936E+000        -2.3335535841097275E+000            0.000065           13.726864           12.787319           11.458143           10.653014            9.941021            8.987237            8.359135            8.163774           10.874359           11.996382           11.553713           13.122676           11.625446           10.925616            0.000000
  257         9.9000000000000004E+000         1.4075548219089740E-001         3.5926728564287473E+000         5.2398035437080095E+000        -2.3327920905086903E+000            0.000065           13.723532           12.784743           11.455946           10.651024            9.939155            8.985558            8.357566            8.162244           10.872353           11.993781           11.551600           13.119926           11.623203           10.923615            0.000000
  258         9.9000000000000004E+000         1.5067062279868326E-001         3.5990471965434496E+000         5.2078654477249984E+000        -2.2420270127581761E+000            0.000065           13.338969           12.482004           11.196452           10.412728            9.714329            8.782329            8.166971            7.975974           10.632220           11.688751           11.296336           12.798777           11.357790           10.684107            0.000000
  259         9.9000000000000004E+000         1.5473975239530402E-001         3.6007078342906182E+000         5.1997635412942227E+000        -2.2162118263413357E+000            0.000065           13.234401           12.397402           11.121840           10.344319            9.649436            8.723394            8.111568            7.921745           10.563389           11.604024           11.222954           12.709661           11.282600           10.615455            0.000000
  260         9.9000000000000004E+000         1.5489173225473338E-001         3.6007531302387576E+000         5.1995028795312530E+000        -2.2153902218367323E+000            0.000065           13.231289           12.394834           11.119524           10.342168            9.647379            8.721497            8.109759            7.919970           10.561226           11.601463           11.220670           12.706959           11.280270           10.613297            0.000000
  261         9.9000000000000004E+000         1.7375251384310206E-001         3.6064064866769923E+000         5.1663297879121437E+000        -2.1124754566036135E+000            0.000065           12.840386           12.068442           10.825933           10.069683            9.387046            8.482049            7.883470            7.697586           10.287054           11.275506           10.931152           12.366003           10.982931           10.339767            0.000000
  262         9.9000000000000004E+000         1.7390500639993439E-001         3.6064503449740317E+000         5.1660574086079363E+000        -2.1116466045043087E+000            0.000065           12.837267           12.065804           10.823555           10.067472            9.384933            8.480103            7.881648            7.695791           10.284829           11.272863           10.928807           12.363264           10.980517           10.337547            0.000000
  263         9.9000000000000004E+000         1.8469544741147059E-001         3.6095762629234183E+000         5.1463274398888865E+000        -2.0524504339637533E+000            0.000065           12.619461           11.878597           10.654287            9.909473            9.233964            8.341052            7.751189            7.567344           10.125922           11.088000           10.761536           12.169579           10.808832           10.178993            0.000000
  264         9.9000000000000004E+000         1.8871171202076856E-001         3.6103747036744047E+000         5.1397654904085517E+000        -2.0334947459314616E+000            0.000065           12.554205           11.821168           10.601460            9.859539            9.185831            8.295943            7.708302            7.524901           10.075739           11.031183           10.709211           12.110561           10.755388           10.128895            0.000000
  265         9.9000000000000004E+000         1.9455806607245008E-001         3.6119648108123732E+000         5.1297130391840939E+000        -2.0030053488610382E+000            0.000065           12.444016           11.724911           10.514124            9.777732            9.107675            8.223989            7.640826            7.458507            9.993497           10.936868           10.622783           12.011473           10.666831           10.046835            0.000000
  266         9.9000000000000004E+000         2.0663553180314806E-001         3.6147087343109585E+000         5.1094424446706856E+000        -1.9439326531219343E+000            0.000065           12.238293           11.542884           10.347215            9.620269            8.956543            8.083576            7.508270            7.327819            9.835268           10.758368           10.457367           11.824641           10.497322            9.888911            0.000000
  267         9.9000000000000004E+000         2.1202190090271714E-001         3.6152673292406758E+000         5.1025394032590201E+000        -1.9243554779347867E+000            0.000065           12.176799           11.487010           10.294428            9.569503            8.907047            8.036197            7.462448            7.282365            9.784313           10.702825           10.404917           11.767623           10.444014            9.838008            0.000000
  268         9.9000000000000004E+000         2.1544669414521278E-001         3.6156197604051594E+000         5.0981833238784491E+000        -1.9119518022625448E+000            0.000065           12.137975           11.451652           10.260998            9.537333            8.875681            8.006167            7.433399            7.253552            9.752026           10.667728           10.371693           11.731555           10.410255            9.805755            0.000000
  269         9.9000000000000004E+000         2.2727062102926796E-001         3.6168589744305701E+000         5.0829695222524824E+000        -1.8688643092528754E+000            0.000065           12.002954           11.328627           10.144551            9.425424            8.766605            7.901837            7.332591            7.153571            9.639712           10.545698           10.256097           11.606088           10.292789            9.693560            0.000000
  270         9.9000000000000004E+000         2.3857556023784302E-001         3.6180389467669820E+000         5.0687647955168673E+000        -1.8280286874145699E+000            0.000065           11.875502           11.212079           10.033969            9.319226            8.663103            7.802907            7.237040            7.058825            9.533142           10.430414           10.146447           11.487307           10.181413            9.587086            0.000000
