# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = HST/ACS/WFC (Vega)                                              
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  6.65614E-05    -2.35     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   21
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf       ACS_WFC_F435W       ACS_WFC_F475W       ACS_WFC_F502N       ACS_WFC_F550M       ACS_WFC_F555W       ACS_WFC_F606W       ACS_WFC_F625W       ACS_WFC_F658N       ACS_WFC_F660N       ACS_WFC_F775W       ACS_WFC_F814W      ACS_WFC_F850LP       ACS_WFC_F892N               phase
  244         9.9000000000000004E+000         1.0000000000000010E-001         3.5594163636978284E+000         5.3722395819036102E+000        -2.7417856606180000E+000            0.000074           14.187125           13.542411           13.451011           12.410755           12.723223           12.161181           11.819437           11.414908           11.495437           11.010065           10.885822           10.585223           10.619167            0.000000
  245         9.9000000000000004E+000         1.0656242327981988E-001         3.5647584520036770E+000         5.3513209476260428E+000        -2.6763872221675964E+000            0.000074           13.950148           13.321485           13.215396           12.219884           12.521432           11.971047           11.633644           11.245735           11.327808           10.850680           10.728502           10.432526           10.466528            0.000000
  246         9.9000000000000004E+000         1.0663955356691555E-001         3.5648180090542207E+000         5.3510685395717079E+000        -2.6756249497100786E+000            0.000074           13.947426           13.318937           13.212688           12.217674           12.519102           11.968848           11.631498           11.243768           11.325858           10.848820           10.726665           10.430740           10.464745            0.000000
  247         9.9000000000000004E+000         1.0772248782174557E-001         3.5655826353146050E+000         5.3473903747596383E+000        -2.6650744195708338E+000            0.000074           13.910635           13.284392           13.175886           12.187579           12.487396           11.938852           11.602189           11.216789           11.299087           10.823158           10.701314           10.406034           10.440058            0.000000
  248         9.9000000000000004E+000         1.0876339389314894E-001         3.5665336997422030E+000         5.3442681618852541E+000        -2.6544821051197642E+000            0.000075           13.871022           13.247550           13.136907           12.155880           12.453925           11.907470           11.571648           11.188953           11.271487           10.797071           10.675653           10.381246           10.415268            0.000000
  249         9.9000000000000004E+000         1.1812137286891676E-001         3.5736842683552004E+000         5.3134319261473149E+000        -2.5620868545001967E+000            0.000074           13.548163           12.945107           12.813623           11.893132           12.176831           11.647229           11.318001           10.952697           11.036592           10.571135           10.453317           10.165190           10.199369            0.000000
  250         9.9000000000000004E+000         1.2154602383925091E-001         3.5760933147329785E+000         5.3017010540458367E+000        -2.5286589458283024E+000            0.000074           13.437019           12.840718           12.700744           11.802132           12.080770           11.557236           11.230217           10.869032           10.953176           10.489983           10.373499           10.087309           10.121584            0.000000
  251         9.9000000000000004E+000         1.2163873406757790E-001         3.5761638241975979E+000         5.3013935545685564E+000        -2.5277429040331589E+000            0.000074           13.433915           12.837811           12.697596           11.799613           12.078106           11.554750           11.227798           10.866721           10.950871           10.487755           10.371309           10.085176           10.119453            0.000000
  252         9.9000000000000004E+000         1.2964205705814680E-001         3.5825819641425540E+000         5.2754656981654477E+000        -2.4479566182152150E+000            0.000074           13.160615           12.581835           12.420509           11.579193           11.844805           11.337632           11.016997           10.663830           10.748355           10.293806           10.180628            9.899256            9.933765            0.000000
  253         9.9000000000000004E+000         1.2971904997669978E-001         3.5826414378031184E+000         5.2752108941816234E+000        -2.4471927684218615E+000            0.000074           13.158027           12.579402           12.417881           11.577095           11.842587           11.335566           11.014993           10.661885           10.746413           10.291951           10.178801            9.897471            9.931983            0.000000
  254         9.9000000000000004E+000         1.3553033245169263E-001         3.5867325480862355E+000         5.2551077590357886E+000        -2.3902592220468342E+000            0.000074           12.969007           12.400983           12.225592           11.422154           11.679194           11.182762           10.866626           10.517398           10.602041           10.153706           10.042402            9.763878            9.798628            0.000000
  255         9.9000000000000004E+000         1.3562300323736345E-001         3.5868030853814865E+000         5.2547971867167362E+000        -2.3893401360694146E+000            0.000075           12.965923           12.398081           12.222498           11.419630           11.676540           11.180282           10.864218           10.515052           10.599697           10.151471           10.040194            9.761725            9.796475            0.000000
  256         9.9000000000000004E+000         1.4127293433375560E-001         3.5915678843624947E+000         5.2367739676393539E+000        -2.3323600182000654E+000            0.000074           12.767494           12.211615           12.022239           11.259545           11.507135           11.023187           10.712427           10.367095           10.451824           10.011145            9.901663            9.627252            9.662066            0.000000
  257         9.9000000000000004E+000         1.4134975779531653E-001         3.5916272550149055E+000         5.2365166571821238E+000        -2.3315946715587845E+000            0.000074           12.764880           12.209147           12.019602           11.257404           11.504881           11.021092           10.710393           10.365110           10.449841           10.009253            9.899793            9.625433            9.660249            0.000000
  258         9.9000000000000004E+000         1.5003511330753219E-001         3.5972137564130469E+000         5.2085415517521740E+000        -2.2520763066967597E+000            0.000074           12.499392           11.957215           11.752216           11.036074           11.273039           10.803743           10.499360           10.159104           10.243907            9.811422            9.703853            9.434846            9.469790            0.000000
  259         9.9000000000000004E+000         1.5606384975265464E-001         3.5996815997085068E+000         5.1965170171556574E+000        -2.2137616061902663E+000            0.000074           12.373584           11.837118           11.626361           10.928880           11.161487           10.698454           10.396914           10.059106           10.143941            9.714809            9.608026            9.341756            9.376707            0.000000
  260         9.9000000000000004E+000         1.5621702144493552E-001         3.5997264818501211E+000         5.1962541177607751E+000        -2.2129364411395813E+000            0.000075           12.370978           11.834628           11.623792           10.926609           11.159133           10.696218           10.394730           10.056970           10.141805            9.712731            9.605961            9.339743            9.374694            0.000000
  261         9.9000000000000004E+000         1.7418550709711714E-001         3.6050481461292585E+000         5.1646069335849889E+000        -2.1151039635420479E+000            0.000074           12.060145           11.536277           11.314410           10.655087           10.878253           10.429095           10.133750            9.801553            9.886362            9.464393            9.359312            9.099457            9.134329            0.000000
  262         9.9000000000000004E+000         1.7435153362111616E-001         3.6050949162651222E+000         5.1643110528932095E+000        -2.1142061446724041E+000            0.000074           12.057314           11.533560           11.311640           10.652590           10.875678           10.426638           10.131346            9.799192            9.884000            9.462101            9.357038            9.097237            9.132107            0.000000
  263         9.9000000000000004E+000         1.8511360079846578E-001         3.6081727019917436E+000         5.1447409198916523E+000        -2.0554332344464941E+000            0.000074           11.871558           11.354746           11.127920           10.488319           10.706512           10.265137            9.973296            9.643781            9.728398            9.311545            9.207611            8.951414            8.986126            0.000000
  264         9.9000000000000004E+000         1.9105444349798137E-001         3.6093453133158020E+000         5.1350507160652805E+000        -2.0274614021262898E+000            0.000074           11.786826           11.272599           11.043919           10.411737           10.628044           10.189603            9.899100            9.570502            9.655012            9.240210            9.136719            8.881851            8.916496            0.000000
