# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = HST/ACS/WFC (Vega)                                              
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  5.93243E-05    -2.40     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   21
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf       ACS_WFC_F435W       ACS_WFC_F475W       ACS_WFC_F502N       ACS_WFC_F550M       ACS_WFC_F555W       ACS_WFC_F606W       ACS_WFC_F625W       ACS_WFC_F658N       ACS_WFC_F660N       ACS_WFC_F775W       ACS_WFC_F814W      ACS_WFC_F850LP       ACS_WFC_F892N               phase
  244         9.9000000000000004E+000         1.0000000000000009E-001         3.5619106042735353E+000         5.3755049838674633E+000        -2.7350741308551019E+000            0.000065           14.112692           13.475690           13.367567           12.363606           12.668732           12.114765           11.776155           11.380668           11.462150           10.983052           10.860218           10.562975           10.597040            0.000000
  245         9.9000000000000004E+000         1.0597896386280524E-001         3.5666015602180363E+000         5.3560994083173883E+000        -2.6758481007765225E+000            0.000065           13.902279           13.278839           13.158491           12.193434           12.488936           11.945271           11.610701           11.229536           11.312229           10.839738           10.718747           10.425430           10.459561            0.000000
  246         9.9000000000000004E+000         1.0605606325772805E-001         3.5666593482230575E+000         5.3558436873515012E+000        -2.6750897003812772E+000            0.000065           13.899520           13.276241           13.155654           12.191216           12.486577           11.943057           11.608548           11.227566           11.310274           10.837862           10.716899           10.423632           10.457767            0.000000
  247         9.9000000000000004E+000         1.0728266646257463E-001         3.5675229422010415E+000         5.3516727763012684E+000        -2.6631445821533921E+000            0.000065           13.858543           13.237715           13.114763           12.157648           12.451211           11.909639           11.575919           11.197417           11.280322           10.809020           10.688427           10.395864           10.430021            0.000000
  248         9.9000000000000004E+000         1.0800965271531701E-001         3.5681802368153819E+000         5.3494786863081760E+000        -2.6557610268329115E+000            0.000065           13.831386           13.212418           13.087996           12.135929           12.428243           11.888151           11.555025           11.178300           11.261341           10.790968           10.670686           10.378708           10.412865            0.000000
  249         9.9000000000000004E+000         1.1753368604216073E-001         3.5752624227537941E+000         5.3177137975349842E+000        -2.5621258462300651E+000            0.000065           13.512992           12.913568           12.767817           11.876103           12.153953           11.630843           11.304190           10.942973           11.027040           10.564132           10.447607           10.161444           10.195793            0.000000
  250         9.9000000000000004E+000         1.2143654227053367E-001         3.5780053548786248E+000         5.3043399352230454E+000        -2.5240352729177329E+000            0.000065           13.387694           12.795988           12.640780           11.773679           12.045816           11.529555           11.205488           10.848277           10.932542           10.472509           10.357446           10.073247           10.107717            0.000000
  251         9.9000000000000004E+000         1.2153147972664501E-001         3.5780756859252700E+000         5.3040213168411841E+000        -2.5231009821169081E+000            0.000065           13.384590           12.793074           12.637630           11.771152           12.043145           11.527060           11.203061           10.845941           10.930210           10.470262           10.355234           10.071085           10.105556            0.000000
  252         9.9000000000000004E+000         1.2905083755504912E-001         3.5838961162875855E+000         5.2792531796745736E+000        -2.4485696688479486E+000            0.000065           13.134438           12.558223           12.384035           11.568380           11.828708           11.327216           11.009087           10.658206           10.742714           10.290730           10.178486            9.898356            9.933064            0.000000
  253         9.9000000000000004E+000         1.2912780877520788E-001         3.5839538250676943E+000         5.2789950744669873E+000        -2.4478096537565035E+000            0.000065           13.131905           12.555839           12.381466           11.566317           11.826529           11.325184           11.007115           10.656287           10.740796           10.288897           10.176679            9.896588            9.931299            0.000000
  254         9.9000000000000004E+000         1.3575826724553802E-001         3.5886191310650335E+000         5.2560531236303323E+000        -2.3828555636610491E+000            0.000065           12.918323           12.354030           12.164721           11.390782           11.641511           11.152140           10.839185           10.493362           10.577913           10.133037           10.022530            9.745717            9.780648            0.000000
  255         9.9000000000000004E+000         1.3585318293793644E-001         3.5886895089800372E+000         5.2557312061037180E+000        -2.3819178640136403E+000            0.000065           12.915194           12.351075           12.161554           11.388218           11.638807           11.149617           10.836740           10.490962           10.575565           10.130745           10.020266            9.743550            9.778440            0.000000
  256         9.9000000000000004E+000         1.4067867732413930E-001         3.5926152496033446E+000         5.2400641218992936E+000        -2.3335535841097275E+000            0.000065           12.749671           12.195189           11.994850           11.254818           11.496720           11.018637           10.709942           10.365694           10.450396           10.011608            9.902613            9.629357            9.664221            0.000000
  257         9.9000000000000004E+000         1.4075548219089740E-001         3.5926728564287473E+000         5.2398035437080095E+000        -2.3327920905086903E+000            0.000065           12.747111           12.192769           11.992272           11.252699           11.494502           11.016603           10.707926           10.363727           10.448428           10.009727            9.900752            9.627548            9.662413            0.000000
  258         9.9000000000000004E+000         1.5067062279868326E-001         3.5990471965434496E+000         5.2078654477249984E+000        -2.2420270127581761E+000            0.000065           12.447104           11.906890           11.690221           10.999785           11.232559           10.768766           10.466745           10.128285           10.213090            9.783389            9.676485            9.409725            9.444641            0.000000
  259         9.9000000000000004E+000         1.5473975239530402E-001         3.6007078342906182E+000         5.1997635412942227E+000        -2.2162118263413357E+000            0.000065           12.363317           11.826411           11.606208           10.927382           11.157522           10.697748           10.397545           10.060799           10.145621            9.718105            9.611723            9.346872            9.381783            0.000000
