# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Fri Oct 14 23:49:24 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: HST/ACS WFC
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00017	Y = 0.24900	[M/H] = -1.959	eta_R = 0.200	Age = 	6.3096e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP	int_IMF	stage
	0.000171	9.8000	0.09226004	0.0923	-3.1154	3.5023	5.4797	12.558	16.448	15.658	16.059	14.209	14.606	13.863	13.480	12.575	12.608	11.990	11.797	11.403	1.49178696	1
	0.000171	9.8000	0.09406922	0.0941	-3.0577	3.5104	5.4627	12.414	16.136	15.378	15.719	13.940	14.332	13.619	13.236	12.403	12.444	11.845	11.662	11.281	1.51070607	1
	0.000171	9.8000	0.10263930	0.1026	-2.7996	3.5464	5.3864	11.769	14.767	14.132	14.240	12.873	13.208	12.573	12.200	11.644	11.716	11.192	11.045	10.718	1.59586239	1
	0.000171	9.8000	0.10452007	0.1045	-2.7460	3.5538	5.3705	11.635	14.495	13.881	13.948	12.670	12.992	12.369	12.000	11.490	11.567	11.054	10.915	10.597	1.61358738	1
	0.000171	9.8000	0.12452007	0.1245	-2.4770	3.5809	5.2858	10.962	13.362	12.815	12.742	11.777	12.052	11.489	11.142	10.750	10.839	10.371	10.252	9.966	1.78358948	1
	0.000171	9.8000	0.14452007	0.1445	-2.3060	3.5942	5.2328	10.535	12.735	12.216	12.088	11.255	11.508	10.986	10.657	10.293	10.383	9.938	9.826	9.554	1.92592049	1
	0.000171	9.8000	0.16904014	0.1690	-2.1494	3.6044	5.1849	10.144	12.203	11.704	11.545	10.796	11.034	10.543	10.227	9.879	9.968	9.542	9.435	9.174	2.07172322	1
	0.000171	9.8000	0.21130018	0.2113	-1.9362	3.6163	5.1165	9.611	11.515	11.039	10.852	10.188	10.408	9.953	9.653	9.318	9.407	9.002	8.902	8.653	2.26917434	1
	0.000171	9.8000	0.26130018	0.2613	-1.7417	3.6268	5.0560	9.124	10.902	10.443	10.242	9.638	9.845	9.419	9.132	8.809	8.896	8.510	8.415	8.176	2.44306350	1
	0.000171	9.8000	0.34999999	0.3500	-1.4880	3.6418	4.9893	8.490	10.099	9.665	9.450	8.920	9.108	8.720	8.452	8.142	8.227	7.868	7.780	7.556	2.65552020	1
