# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Fri Oct 14 23:50:12 CEST 2016
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# Warning: you choose not to include the TP-AGB phase!
# Photometric system: HST/ACS WFC
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
#	Isochrone  Z = 0.00021	Y = 0.24900	[M/H] = -1.859	eta_R = 0.200	Age = 	6.3096e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    F435W   F475W   F502N   F550M   F555W   F606W   F625W   F658N   F660N   F775W   F814W   F850LP	int_IMF	stage
	0.000215	9.8000	0.09000000	0.0900	-3.2098	3.4851	5.4946	12.795	17.132	16.258	16.776	14.832	15.223	14.387	14.002	12.931	12.943	12.264	12.046	11.613	1.46765435	1
	0.000215	9.8000	0.09098715	0.0910	-3.1702	3.4910	5.4831	12.696	16.878	16.035	16.501	14.592	14.988	14.191	13.807	12.799	12.818	12.160	11.951	11.531	1.47826469	1
	0.000215	9.8000	0.09723125	0.0972	-2.9299	3.5264	5.4132	12.095	15.506	14.803	15.017	13.429	13.799	13.131	12.752	12.051	12.106	11.540	11.373	11.015	1.54296184	1
	0.000215	9.8000	0.10000000	0.1000	-2.8287	3.5413	5.3838	11.842	14.952	14.299	14.426	13.010	13.354	12.712	12.338	11.747	11.814	11.279	11.127	10.791	1.57040203	1
	0.000215	9.8000	0.12000000	0.1200	-2.5346	3.5722	5.2925	11.107	13.658	13.090	13.056	11.998	12.286	11.701	11.345	10.923	11.010	10.525	10.400	10.104	1.74782515	1
	0.000215	9.8000	0.14000000	0.1400	-2.3540	3.5869	5.2377	10.655	12.974	12.439	12.340	11.434	11.699	11.154	10.815	10.435	10.525	10.065	9.949	9.669	1.89584959	1
	0.000215	9.8000	0.16000000	0.1600	-2.2153	3.5965	5.1956	10.308	12.487	11.971	11.838	11.020	11.269	10.753	10.426	10.065	10.155	9.714	9.603	9.333	2.02115250	1
	0.000215	9.8000	0.20000000	0.2000	-1.9993	3.6090	5.1263	9.768	11.776	11.285	11.117	10.397	10.628	10.150	9.839	9.495	9.585	9.166	9.062	8.805	2.22178221	1
	0.000215	9.8000	0.25000000	0.2500	-1.7938	3.6200	5.0619	9.255	11.122	10.651	10.462	9.813	10.030	9.583	9.286	8.955	9.043	8.645	8.547	8.302	2.40809011	1
	0.000215	9.8000	0.30000001	0.3000	-1.6344	3.6290	5.0175	8.856	10.615	10.160	9.960	9.360	9.565	9.143	8.858	8.536	8.623	8.242	8.148	7.912	2.54750419	1
