# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  8.37910E-05    -2.25     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000014E-001         3.5544278825464146E+000         5.3657087779759030E+000        -2.7552087201437954E+000            0.000094           15.811548           14.306645           12.713245           11.764677           10.946044            9.883835            9.186792            8.971704           11.984664           13.538916           12.775026           14.784968           12.909465           12.029181            0.000000
  245         9.9000000000000004E+000         1.0772934211384919E-001         3.5610722355749580E+000         5.3417640262433528E+000        -2.6774654649497442E+000            0.000094           15.429997           14.032319           12.480430           11.554002           10.759931            9.717249            9.031558            8.820253           11.777678           13.272102           12.548195           14.485210           12.673118           11.824105            0.000000
  246         9.9000000000000004E+000         1.0780653418529053E-001         3.5611353307165468E+000         5.3415182440121214E+000        -2.6766954483676804E+000            0.000094           15.426306           14.029610           12.478116           11.551917           10.758072            9.715578            9.029992            8.818725           11.775620           13.269466           12.545931           14.482255           12.670765           11.822065            0.000000
  247         9.9000000000000004E+000         1.0860213054008745E-001         3.5617020215417314E+000         5.3388255716763764E+000        -2.6689340944057167E+000            0.000094           15.390440           14.003076           12.455292           11.531199           10.739391            9.698567            9.013918            8.802969           11.755135           13.243372           12.523576           14.453374           12.647583           11.801742            0.000000
  248         9.9000000000000004E+000         1.1027087624881274E-001         3.5632406255958453E+000         5.3338471130394103E+000        -2.6519242616934693E+000            0.000094           15.306005           13.940969           12.403156           11.484242           10.697997            9.661909            8.979826            8.769844           11.708782           13.183566           12.472389           14.385651           12.594094           11.755857            0.000000
  249         9.9000000000000004E+000         1.1929674652242887E-001         3.5705279595580137E+000         5.3048681833719771E+000        -2.5620088710404589E+000            0.000094           14.878063           13.619951           12.132208           11.239200           10.477801            9.465006            8.795769            8.590227           11.465503           12.870256           12.207073           14.036064           12.318042           11.514582            0.000000
  250         9.9000000000000004E+000         1.2176498697668532E-001         3.5722692344416864E+000         5.2964232916914193E+000        -2.5379062916494406E+000            0.000094           14.767433           13.536110           12.061086           11.174684           10.418532            9.411600            8.745724            8.541168           11.401118           12.786964           12.137468           13.945242           12.245642           11.450575            0.000000
  251         9.9000000000000004E+000         1.2185324274944360E-001         3.5723401007422537E+000         5.2961380300233003E+000        -2.5370267478656605E+000            0.000094           14.763120           13.532875           12.058389           11.172269           10.416334            9.409656            8.743925            8.539411           11.398707           12.783733           12.134838           13.941723           12.242889           11.448179            0.000000
  252         9.9000000000000004E+000         1.3082449606434221E-001         3.5799536598524919E+000         5.2678907351471960E+000        -2.4467305169497480E+000            0.000094           14.320250           13.199969           11.782187           10.925479           10.190250            9.211517            8.562714            8.362658           11.151795           12.452676           11.865443           13.579684           11.960891           11.202567            0.000000
  253         9.9000000000000004E+000         1.3090153237968363E-001         3.5800166632739678E+000         5.2676425336108954E+000        -2.4459589977525766E+000            0.000094           14.316598           13.197166           11.779850           10.923377           10.188311            9.209819            8.561161            8.361141           11.149690           12.449909           11.863157           13.576643           11.958524           11.200471            0.000000
