# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2492  1.05479E-04    -2.15     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000019E-001         3.5494394013950004E+000         5.3591779740481984E+000        -2.7686317796695907E+000            0.000114           15.977437           14.424241           12.795698           11.828500           10.991639            9.907600            9.199358            8.980101           12.046865           13.652182           12.849974           14.917481           12.996301           12.089799            0.000000
  245         9.9000000000000004E+000         1.0889626094787852E-001         3.5573860191462390E+000         5.3322071048606627E+000        -2.6785437077318921E+000            0.000114           15.540457           14.110420           12.529366           11.587426           10.777427            9.717526            9.022858            8.808422           11.810839           13.345659           12.592040           14.574323           12.726609           11.855799            0.000000
  246         9.9000000000000004E+000         1.0897351480366552E-001         3.5574526523788732E+000         5.3319679484525349E+000        -2.6777659470252821E+000            0.000114           15.536775           14.107685           12.527046           11.585317           10.775561            9.715856            9.021301            8.806904           11.808761           13.343068           12.589781           14.571385           12.724255           11.853739            0.000000
  247         9.9000000000000004E+000         1.0948177325842935E-001         3.5578214077688575E+000         5.3302607685931171E+000        -2.6727937692406005E+000            0.000114           15.514313           14.090887           12.512632           11.572093           10.763692            9.705031            9.011109            8.796913           11.795712           13.326893           12.575714           14.553350           12.709646           11.840790            0.000000
  248         9.9000000000000004E+000         1.1177835860447655E-001         3.5599475514494880E+000         5.3234260641935673E+000        -2.6493664182671743E+000            0.000114           15.401794           14.007925           12.441607           11.507673           10.707106            9.654806            8.964485            8.751591           11.732183           13.247792           12.506506           14.463018           12.637430           11.777882            0.000000
  249         9.9000000000000004E+000         1.2047212017594099E-001         3.5673716507608275E+000         5.2963044405966393E+000        -2.5619308875807212E+000            0.000114           14.991859           13.697268           12.178338           11.268453           10.492599            9.464217            8.786596            8.578320           11.494702           12.949795           12.248985           14.125824           12.368814           11.542547            0.000000
  250         9.9000000000000004E+000         1.2198395011411979E-001         3.5684451541503952E+000         5.2911455293370011E+000        -2.5471536374705792E+000            0.000114           14.925414           13.645979           12.134706           11.228506           10.456076            9.431324            8.755697            8.548052           11.454851           12.899669           12.206267           14.070251           12.324418           11.502978            0.000000
  251         9.9000000000000004E+000         1.2206775143130934E-001         3.5685163772869104E+000         5.2908825054780451E+000        -2.5463105916981621E+000            0.000114           14.921470           13.642956           12.132162           11.226191           10.453982            9.429476            8.753982            8.546380           11.452544           12.896765           12.203777           14.066967           12.321826           11.500690            0.000000
  252         9.9000000000000004E+000         1.3200693507053757E-001         3.5773253555624289E+000         5.2603157721289451E+000        -2.4455044156842809E+000            0.000114           14.425706           13.264927           11.818356           10.944681           10.198285            9.206989            8.550932            8.348694           11.171601           12.526991           11.897538           13.656716           12.001322           11.221668            0.000000
  253         9.9000000000000004E+000         1.3208401478266746E-001         3.5773918887448168E+000         5.2600741730401674E+000        -2.4447252270832927E+000            0.000114           14.421820           13.261942           11.815893           10.942482           10.196273            9.205247            8.549360            8.347162           11.169402           12.524041           11.895134           13.653466           11.998804           11.219481            0.000000
