# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  6.65614E-05    -2.35     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000010E-001         3.5594163636978284E+000         5.3722395819036102E+000        -2.7417856606180000E+000            0.000074           15.594572           14.158745           12.613140           11.688133           10.891309            9.853949            9.170570            8.959496           11.908732           13.388507           12.683301           14.614529           12.803210           11.955100            0.000000
  245         9.9000000000000004E+000         1.0656242327981988E-001         3.5647584520036770E+000         5.3513209476260428E+000        -2.6763872221675964E+000            0.000074           15.261059           13.920474           12.412858           11.508395           10.733468            9.711939            9.038267            8.830103           11.732239           13.152746           12.486788           14.353040           12.599281           11.780285            0.000000
  246         9.9000000000000004E+000         1.0663955356691555E-001         3.5648180090542207E+000         5.3510685395717079E+000        -2.6756249497100786E+000            0.000074           15.257295           13.917738           12.410544           11.506315           10.731627            9.710271            9.036706            8.828575           11.730189           13.150036           12.484513           14.350054           12.596924           11.778254            0.000000
  247         9.9000000000000004E+000         1.0772248782174557E-001         3.5655826353146050E+000         5.3473903747596383E+000        -2.6650744195708338E+000            0.000074           15.206747           13.880714           12.379043           11.477862           10.706200            9.687069            9.014863            8.807144           11.702109           13.113152           12.453535           14.309732           12.564864           11.750400            0.000000
  248         9.9000000000000004E+000         1.0876339389314894E-001         3.5665336997422030E+000         5.3442681618852541E+000        -2.6544821051197642E+000            0.000075           15.151896           13.840956           12.345852           11.448365           10.680444            9.664203            8.993712            8.786557           11.673067           13.074215           12.420942           14.266262           12.530973           11.721646            0.000000
  249         9.9000000000000004E+000         1.1812137286891676E-001         3.5736842683552004E+000         5.3134319261473149E+000        -2.5620868545001967E+000            0.000074           14.711201           13.516109           12.070990           11.201485           10.457350            9.462770            8.805079            8.601923           11.427739           12.750814           12.151557           13.912828           12.250996           11.477989            0.000000
  250         9.9000000000000004E+000         1.2154602383925091E-001         3.5760933147329785E+000         5.3017010540458367E+000        -2.5286589458283024E+000            0.000074           14.560062           13.404054           11.975760           11.115380           10.377257            9.390017            8.736623            8.534761           11.341421           12.637784           12.058607           13.791017           12.154182           11.392008            0.000000
  251         9.9000000000000004E+000         1.2163873406757790E-001         3.5761638241975979E+000         5.3013935545685564E+000        -2.5277429040331589E+000            0.000074           14.555835           13.400925           11.973122           11.113007           10.375060            9.388035            8.734769            8.532948           11.339041           12.634636           12.056033           13.787613           12.151497           11.389637            0.000000
  252         9.9000000000000004E+000         1.2964205705814680E-001         3.5825819641425540E+000         5.2754656981654477E+000        -2.4479566182152150E+000            0.000074           14.185612           13.125374           11.742070           10.905964           10.183603            9.216233            8.574610            8.376626           11.131014           12.357433           11.830568           13.488459           11.915838           11.182402            0.000000
  253         9.9000000000000004E+000         1.2971904997669978E-001         3.5826414378031184E+000         5.2752108941816234E+000        -2.4471927684218615E+000            0.000074           14.182147           13.122764           11.739873           10.903991           10.181769            9.214580            8.573063            8.375116           11.129027           12.354799           11.828422           13.485638           11.913596           11.180422            0.000000
  254         9.9000000000000004E+000         1.3553033245169263E-001         3.5867325480862355E+000         5.2551077590357886E+000        -2.3902592220468342E+000            0.000074           13.932618           12.932093           11.577870           10.757620           10.044868            9.089948            8.455746            8.260335           10.981630           12.161737           11.669876           13.280639           11.748431           11.033418            0.000000
  255         9.9000000000000004E+000         1.3562300323736345E-001         3.5868030853814865E+000         5.2547971867167362E+000        -2.3893401360694146E+000            0.000075           13.928569           12.928988           11.575239           10.755245           10.042651            9.087947            8.453870            8.258506           10.979239           12.158630           11.667298           13.277302           11.745749           11.031033            0.000000
  256         9.9000000000000004E+000         1.4127293433375560E-001         3.5915678843624947E+000         5.2367739676393539E+000        -2.3323600182000654E+000            0.000074           13.667185           12.729078           11.407553           10.605638            9.903616            8.964344            8.339228            8.147099           10.828416           11.957698           11.503324           13.062586           11.574266           10.880671            0.000000
  257         9.9000000000000004E+000         1.4134975779531653E-001         3.5916272550149055E+000         5.2365166571821238E+000        -2.3315946715587845E+000            0.000074           13.663788           12.726446           11.405320           10.603629            9.901740            8.962661            8.337658            8.145570           10.826392           11.955048           11.501137           13.059772           11.571985           10.878657            0.000000
  258         9.9000000000000004E+000         1.5003511330753219E-001         3.5972137564130469E+000         5.2085415517521740E+000        -2.2520763066967597E+000            0.000074           13.325260           12.459218           11.175536           10.395105            9.705264            8.784863            8.170697            7.982482           10.616058           11.685818           11.275693           12.776042           11.337518           10.668829            0.000000
  259         9.9000000000000004E+000         1.5606384975265464E-001         3.5996815997085068E+000         5.1965170171556574E+000        -2.2137616061902663E+000            0.000074           13.169297           12.332692           11.064897           10.293802            9.609231            8.697567            8.088474            7.902029           10.513959           11.559161           11.166759           12.642860           11.224945           10.566965            0.000000
  260         9.9000000000000004E+000         1.5621702144493552E-001         3.5997264818501211E+000         5.1962541177607751E+000        -2.2129364411395813E+000            0.000075           13.166172           12.330085           11.062560           10.291640            9.607162            8.695659            8.086658            7.900244           10.511782           11.556576           11.164455           12.640135           11.222580           10.564792            0.000000
