# MIST version number  = 1.0     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2491  9.40119E-05    -2.20     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     8
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   464   22
#   1                               2                               3                               4                               5                               6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22
# EEP          log10_isochrone_age_yr                    initial_mass                        log_Teff                           log_g                           log_L              Z_surf           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G               phase
  244         9.9000000000000004E+000         1.0000000000000016E-001         3.5519336419707077E+000         5.3624433760120507E+000        -2.7619202499066930E+000            0.000104           15.898812           14.367729           12.755698           11.797598           10.969689            9.896318            9.193655            8.976399           12.017013           13.598129           12.813625           14.853515           12.954252           12.060718            0.000000
  245         9.9000000000000004E+000         1.0831280153086385E-001         3.5592291273605987E+000         5.3369855655520091E+000        -2.6780045863408182E+000            0.000104           15.490721           14.074355           12.506544           11.571767           10.769596            9.717885            9.027495            8.814600           11.795298           13.313164           12.571652           14.534135           12.701669           11.840958            0.000000
  246         9.9000000000000004E+000         1.0839002449447802E-001         3.5592939915477100E+000         5.3367430962323290E+000        -2.6772306976964808E+000            0.000104           15.487101           14.071711           12.504260           11.569685           10.767755            9.716225            9.025940            8.813083           11.793247           13.310629           12.569420           14.531254           12.699350           11.838925            0.000000
  247         9.9000000000000004E+000         1.0904195189925840E-001         3.5597617146552945E+000         5.3345431701347463E+000        -2.6708639318231584E+000            0.000104           15.458170           14.050323           12.485711           11.552691           10.752510            9.702305            9.012810            8.800214           11.776460           13.289711           12.551284           14.507982           12.680535           11.822269            0.000000
  248         9.9000000000000004E+000         1.1102461742664464E-001         3.5615940885226665E+000         5.3286365886164893E+000        -2.6506453399803220E+000            0.000104           15.359794           13.977821           12.423902           11.497127           10.703502            9.658869            8.972382            8.760933           11.721724           13.220342           12.490950           14.428997           12.617617           11.768098            0.000000
  249         9.9000000000000004E+000         1.1988443334918493E-001         3.5689498051594208E+000         5.3005863119843086E+000        -2.5619698793105901E+000            0.000104           14.941313           13.662029           12.157194           11.255024           10.486061            9.465025            8.791239            8.584352           11.481259           12.915039           12.229798           14.085410           12.345432           11.529727            0.000000
  250         9.9000000000000004E+000         1.2187446854540256E-001         3.5703571942960401E+000         5.2937844105142098E+000        -2.5425299645600106E+000            0.000104           14.852972           13.594361           12.099723           11.202645           10.438084            9.421811            8.750691            8.544622           11.429010           12.848413           12.173527           14.012126           12.286936           11.477822            0.000000
  251         9.9000000000000004E+000         1.2196049709037647E-001         3.5704282390145821E+000         5.2935102677506718E+000        -2.5416686697819113E+000            0.000104           14.848866           13.591238           12.097104           11.200281           10.435939            9.419914            8.748933            8.542908           11.426652           12.845364           12.170967           14.008737           12.284265           11.475482            0.000000
  252         9.9000000000000004E+000         1.3141571556743989E-001         3.5786395077074609E+000         5.2641032536380701E+000        -2.4461174663170144E+000            0.000104           14.377399           13.234140           11.801060           10.935475           10.194412            9.209285            8.556840            8.355709           11.162133           12.492926           11.882150           13.620829           11.981908           11.212564            0.000000
  253         9.9000000000000004E+000         1.3149277358117556E-001         3.5787042760093919E+000         5.2638583533255314E+000        -2.4453421124179346E+000            0.000104           14.373564           13.231201           11.798634           10.933307           10.192424            9.207555            8.555276            8.354183           11.159963           12.490005           11.879780           13.617626           11.979427           11.210404            0.000000
  254         9.9000000000000004E+000         1.3484652807015635E-001         3.5810727991498417E+000         5.2522716652521586E+000        -2.4124701972041911E+000            0.000104           14.219926           13.111650           11.698620           10.842912           10.108556            9.133385            8.487007            8.287249           11.069389           12.370399           11.781891           13.488020           11.877931           11.120205            0.000000
  255         9.9000000000000004E+000         1.3493246413564455E-001         3.5811438145858365E+000         5.2519951285557918E+000        -2.4116069522367392E+000            0.000104           14.215684           13.108362           11.695936           10.840483           10.106322            9.131453            8.485253            8.285538           11.066955           12.367132           11.779266           13.484447           11.875187           11.117782            0.000000
  256         9.9000000000000004E+000         1.4305570536260456E-001         3.5884257886399471E+000         5.2269035048595329E+000        -2.3287793204710785E+000            0.000104           13.791911           12.788580           11.433038           10.607380            9.892643            8.946548            8.318518            8.123435           10.831903           12.049000           11.522158           13.135490           11.605921           10.883760            0.000000
  257         9.9000000000000004E+000         1.4313258460857381E-001         3.5884904507733801E+000         5.2266559976044649E+000        -2.3280024147090677E+000            0.000104           13.787993           12.785617           11.430581           10.605272            9.890622            8.944826            8.316924            8.121883           10.829779           12.046041           11.519755           13.132299           11.603403           10.881610            0.000000
  258         9.9000000000000004E+000         1.4812858483407898E-001         3.5917134360218408E+000         5.2105698638337001E+000        -2.2822241885125107E+000            0.000104           13.580554           12.621486           11.291263           10.478703            9.772445            8.839678            8.220059            8.027145           10.704866           11.882792           11.384180           12.956973           11.461175           10.757233            0.000000
  259         9.9000000000000004E+000         1.6003614182470652E-001         3.5966028959621719E+000         5.1867774447399624E+000        -2.2064109457370571E+000            0.000104           13.258545           12.358865           11.068261           10.270200            9.577509            8.663145            8.056157            7.866732           10.495320           11.622053           11.163093           12.679003           11.232421           10.548363            0.000000
  260         9.9000000000000004E+000         1.6019288901554193E-001         3.5966465366842115E+000         5.1865078324493412E+000        -2.2055750990481284E+000            0.000104           13.255289           12.356188           11.065883           10.267947            9.575380            8.661173            8.054293            7.864900           10.493058           11.619335           11.160698           12.676141           11.230005           10.546105            0.000000
  261         9.9000000000000004E+000         1.7548448685916238E-001         3.6009731244860550E+000         5.1594383706035307E+000        -2.1229894843573507E+000            0.000104           12.937560           12.092039           10.827581           10.046045            9.365849            8.466465            7.869986            7.684067           10.269941           11.352688           10.924729           12.398136           10.990484           10.323533            0.000000
  262         9.9000000000000004E+000         1.7569111528466136E-001         3.6010286301383925E+000         5.1590719857490299E+000        -2.1218847651766892E+000            0.000104           12.933456           12.088549           10.824409           10.043084            9.363050            8.463851            7.867513            7.681635           10.266964           11.349217           10.921594           12.394506           10.987266           10.320563            0.000000
  263         9.9000000000000004E+000         1.8636806095945133E-001         3.6039620191967177E+000         5.1399813598999460E+000        -2.0643816358947169E+000            0.000104           12.719025           11.906414           10.659572            9.889839            9.218262            8.328381            7.738715            7.555055           10.112707           11.166981           10.758846           12.205185           10.819855           10.166651            0.000000
  264         9.9000000000000004E+000         1.9808263792961986E-001         3.6062571422399934E+000         5.1209063930354608E+000        -2.0093613707107720E+000            0.000104           12.527458           11.739079           10.506066            9.745515            9.080135            8.197578            7.612381            7.430612            9.967484           10.999625           10.607004           12.032484           10.664310           10.021671            0.000000
  265         9.9000000000000004E+000         2.0337833331280072E-001         3.6072961492232198E+000         5.1128395476917294E+000        -1.9855018609696695E+000            0.000104           12.444213           11.666097           10.439332            9.682883            9.020183            8.141006            7.557804            7.376905            9.904446           10.926813           10.541010           11.957249           10.596657            9.958739            0.000000
  266         9.9000000000000004E+000         2.0952400050701778E-001         3.6086791257894291E+000         5.1025667896563247E+000        -1.9555767349785647E+000            0.000104           12.338659           11.573689           10.355218            9.604192            8.944936            8.070317            7.489751            7.310017            9.825212           10.834739           10.457870           11.861983           10.511322            9.879643            0.000000
  267         9.9000000000000004E+000         2.1958868432061876E-001         3.6097184262831123E+000         5.0896098313791009E+000        -1.9189554193125364E+000            0.000104           12.222920           11.468801           10.256745            9.510002            8.853272            7.981990            7.403347            7.224413            9.730536           10.729662           10.360184           11.754765           10.411905            9.785059            0.000000
  268         9.9000000000000004E+000         2.2949666374020691E-001         3.6107373564691043E+000         5.0770116342167695E+000        -1.8830780354921659E+000            0.000104           12.109876           11.366131           10.160335            9.417769            8.763452            7.895473            7.318707            7.140560            9.637826           10.626857           10.264538           11.649896           10.314571            9.692436            0.000000
  269         9.9000000000000004E+000         2.3550869175221681E-001         3.6113672613419183E+000         5.0692775799931615E+000        -1.8611720010606174E+000            0.000104           12.040817           11.303391           10.101450            9.361461            8.708600            7.842681            7.267070            7.089439            9.581222           10.564039           10.206125           11.585835           10.255116            9.635884            0.000000
  270         9.9000000000000004E+000         2.4239104659591570E-001         3.6120840509330421E+000         5.0605968068641740E+000        -1.8362848343691591E+000            0.000104           11.962549           11.232151           10.034568            9.297482            8.646257            7.782704            7.208413            7.031374            9.516913           10.492783           10.139771           11.513135           10.187589            9.571636            0.000000
  271         9.9000000000000004E+000         2.5445739401112821E-001         3.6132554711431117E+000         5.0479677540751835E+000        -1.7983708425275378E+000            0.000104           11.842236           11.122789            9.932229            9.199793            8.551181            7.691565            7.119457            6.943391            9.418710           10.383590           10.038271           11.401527           10.084211            9.473531            0.000000
  272         9.9000000000000004E+000         2.6164522923305739E-001         3.6139470630411186E+000         5.0403114632503696E+000        -1.7753585362639139E+000            0.000104           11.769722           11.056705            9.870271            9.140574            8.493475            7.636197            7.065375            6.889883            9.359185           10.317606            9.976805           11.334142           10.021641            9.414063            0.000000
  273         9.9000000000000004E+000         2.6616406790343072E-001         3.6143706939184677E+000         5.0362520033247495E+000        -1.7624484571604522E+000            0.000104           11.728516           11.019240            9.835298            9.107238            8.461056            7.605232            7.035239            6.860074            9.325673           10.280295            9.942122           11.295923            9.986299            9.380587            0.000000
  274         9.9000000000000004E+000         2.7444289622745305E-001         3.6151365862145992E+000         5.0287781401368523E+000        -1.7388006393219744E+000            0.000104           11.653179           10.950762            9.771324            9.046245            8.401695            7.548507            6.980100            6.805427            9.264354           10.212011            9.878678           11.226083            9.921656            9.319330            0.000000
  275         9.9000000000000004E+000         2.7946594585679557E-001         3.6155840737176543E+000         5.0243030526162196E+000        -1.7245811084120217E+000            0.000104           11.608192           10.909766            9.732949            9.009604            8.366001            7.514357            6.946878            6.772491            9.227524           10.171143            9.840611           11.184370            9.882891            9.282537            0.000000
  276         9.9000000000000004E+000         2.9089199080419942E-001         3.6166589289232043E+000         5.0142817628024590E+000        -1.6921659784639367E+000            0.000104           11.504813           10.815750            9.645161            8.925929            8.284574            7.436668            6.871444            6.697738            9.143405           10.077532            9.753542           11.088993            9.793836            9.198504            0.000000
  277         9.9000000000000004E+000         2.9778179163783697E-001         3.6172742552192281E+000         5.0084049606977814E+000        -1.6729175053810368E+000            0.000104           11.443872           10.760230            9.593193            8.876324            8.236237            7.390478            6.826545            6.653269            9.093540           10.022200            9.701988           11.032696            9.741053            9.148687            0.000000
  278         9.9000000000000004E+000         2.9869401985875882E-001         3.6173561705680797E+000         5.0076197410587353E+000        -1.6703663487888727E+000            0.000104           11.435800           10.752872            9.586305            8.869748            8.229830            7.384356            6.820596            6.647386            9.086931           10.014871            9.695155           11.025235            9.734056            9.142085            0.000000
  279         9.9000000000000004E+000         3.0479697823805185E-001         3.6179638412484065E+000         5.0031485889940672E+000        -1.6547697151324379E+000            0.000104           11.384495           10.706650            9.543535            8.829251            8.190573            7.347252            6.784794            6.612072            9.046194            9.968950            9.652777           10.978295            9.690464            9.101397            0.000000
  280         9.9000000000000004E+000         3.1022094523359794E-001         3.6184744025521032E+000         4.9991570526234614E+000        -1.6408447426694237E+000            0.000104           11.339504           10.665810            9.505571            8.793169            8.155533            7.314022            6.752610            6.580348            9.009919            9.928439            9.615132           10.936878            9.651799            9.065162            0.000000
  281         9.9000000000000004E+000         3.1048024848456279E-001         3.6185025320310755E+000         4.9989792879428405E+000        -1.6401957760648400E+000            0.000104           11.337309           10.663855            9.503778            8.791483            8.153899            7.312490            6.751134            6.578900            9.008221            9.926484            9.613358           10.934893            9.649962            9.063466            0.000000
  282         9.9000000000000004E+000         3.2009078427261728E-001         3.6195030994568889E+000         4.9925443216205290E+000        -1.6165042159333640E+000            0.000104           11.258912           10.593010            9.437781            8.729785            8.094211            7.256371            6.696970            6.525765            8.946171            9.856445            9.548682           10.863073            9.583204            9.001498            0.000000
  283         9.9000000000000004E+000         3.2016594017582767E-001         3.6195112891380603E+000         4.9924956628351573E+000        -1.6163209097119009E+000            0.000104           11.258293           10.592455            9.437266            8.729305            8.093748            7.255938            6.696553            6.525357            8.945688            9.855897            9.548178           10.862509            9.582683            9.001016            0.000000
  284         9.9000000000000004E+000         3.2561947368440119E-001         3.6201688108412267E+000         4.9890219739869659E+000        -1.6029050160874303E+000            0.000104           11.212125           10.551613            9.399261            8.694119            8.059919            7.224428            6.666341            6.495815            8.910269            9.815253            9.511034           10.820683            9.544207            8.965650            0.000000
  285         9.9000000000000004E+000         3.2585674108715923E-001         3.6201967772990158E+000         4.9888837056085942E+000        -1.6023378040737493E+000            0.000104           11.210202           10.549891            9.397654            8.692625            8.058486            7.223092            6.665058            6.494561            8.908767            9.813560            9.509460           10.818920            9.542581            8.964149            0.000000
  286         9.9000000000000004E+000         3.3685327669117926E-001         3.6214994546949697E+000         4.9825082168573402E+000        -1.5763564467010294E+000            0.000104           11.120210           10.470569            9.323896            8.624368            7.992942            7.162125            6.606653            6.437312            8.840043            9.734621            9.437328           10.737545            9.467939            8.895529            0.000000
  287         9.9000000000000004E+000         3.3688185162309525E-001         3.6215031800520530E+000         4.9824926601783748E+000        -1.5762893664824265E+000            0.000104           11.119944           10.470356            9.323703            8.624194            7.992774            7.161970            6.606508            6.437168            8.839867            9.734390            9.437141           10.737324            9.467744            8.895352            0.000000
  288         9.9000000000000004E+000         3.3888860339902277E-001         3.6217642835514647E+000         4.9812697121503486E+000        -1.5714380789694944E+000            0.000104           11.102781           10.455344            9.309816            8.611411            7.980525            7.150636            6.595686            6.426578            8.826975            9.719463            9.423473           10.721899            9.453828            8.882482            0.000000
  289         9.9000000000000004E+000         3.3905972664327499E-001         3.6217863610961669E+000         4.9811865281424277E+000        -1.5710482979810880E+000            0.000104           11.101411           10.454131            9.308696            8.610378            7.979540            7.149727            6.594819            6.425731            8.825934            9.718277            9.422359           10.720654            9.452705            8.881442            0.000000
  290         9.9000000000000004E+000         3.4130824883760236E-001         3.6220780796997252E+000         4.9800357121100678E+000        -1.5658597930205300E+000            0.000104           11.082798           10.437931            9.293758            8.596670            7.966430            7.137641            6.583313            6.414483            8.812105            9.702169            9.407538           10.703993            9.437731            8.867636            0.000000
  291         9.9000000000000004E+000         3.4606623163499944E-001         3.6227172356530035E+000         4.9774090201853776E+000        -1.5546458234852580E+000            0.000104           11.042455           10.402838            9.261755            8.567006            7.938092            7.111531            6.558457            6.390198            8.782180            9.667336            9.375464           10.667891            9.405315            8.837759            0.000000
  292         9.9000000000000004E+000         3.4613040073029738E-001         3.6227260366041518E+000         4.9773774033217109E+000        -1.5544996172093657E+000            0.000104           11.041921           10.402375            9.261337            8.566619            7.937723            7.111194            6.558137            6.389885            8.781790            9.666878            9.375045           10.667415            9.404890            8.837369            0.000000
  293         9.9000000000000004E+000         3.4971448960729085E-001         3.6232386206506297E+000         4.9755354054926677E+000        -1.5461082235309906E+000            0.000104           11.011013           10.375718            9.237220            8.544321            7.916496            7.091753            6.539712            6.371916            8.759280            9.640425            9.350833           10.639945            9.380384            8.814898            0.000000
  294         9.9000000000000004E+000         3.5334049954594859E-001         3.6237200769879907E+000         4.9737489438301425E+000        -1.5379597417184208E+000            0.000104           10.981304           10.350011            9.213899            8.522703            7.895619            7.072821            6.521726            6.354361            8.737464            9.614931            9.327435           10.613472            9.356700            8.793009            0.000000
  295         9.9000000000000004E+000         3.5381286114877630E-001         3.6237882438158362E+000         4.9735148933877156E+000        -1.5368599986124061E+000            0.000104           10.977261           10.346512            9.210734            8.519774            7.892793            7.070273            6.519308            6.352006            8.734509            9.611480            9.324259           10.609867            9.353485            8.790007            0.000000
  296         9.9000000000000004E+000         3.5705575619289504E-001         3.6242934908336490E+000         4.9717845825192324E+000        -1.5291491721728521E+000            0.000103           10.947853           10.321554            9.188310            8.499186            7.872959            7.052512            6.502593            6.335724            8.713337            9.586587            9.301951           10.584084            9.330671            8.768855            0.000000
  297         9.9000000000000004E+000         3.5850141423248816E-001         3.6245321379920714E+000         4.9711475168432573E+000        -1.5257897070411430E+000            0.000103           10.934594           10.310449            9.178405            8.490157            7.864409            7.044828            6.495423            6.328753            8.704026            9.575481            9.292180           10.572584            9.320582            8.759564            0.000000
  298         9.9000000000000004E+000         3.6015072867067505E-001         3.6247641951609593E+000         4.9706233366811334E+000        -1.5223740125591714E+000            0.000103           10.921540           10.299327            9.168430            8.480995            7.855728            7.036970            6.488034            6.321571            8.694605            9.564485            9.282319           10.561092            9.310434            8.750163            0.000000
  299         9.9000000000000004E+000         3.6179836898290701E-001         3.6249955845676980E+000         4.9698938469476186E+000        -1.5187575898724179E+000            0.000103           10.908020           10.287720            9.157966            8.471335            7.846553            7.028607            6.480124            6.313869            8.684692            9.553022            9.271966           10.549117            9.299798            8.740301            0.000000
  300         9.9000000000000004E+000         3.6574678525224213E-001         3.6257324733551450E+000         4.9676053825043507E+000        -1.5087537953800474E+000            0.000102           10.867974           10.254333            9.128287            8.444158            7.821087            7.005772            6.458869            6.293237            8.657245            9.519735            9.242683           10.514508            9.269556            8.712978            0.000000
  301         9.9000000000000004E+000         3.6579492231030974E-001         3.6257414211304151E+000         4.9675748989243615E+000        -1.5086302424978040E+000            0.000102           10.867437           10.253910            9.127913            8.443817            7.820770            7.005491            6.458616            6.292989            8.656904            9.519291            9.242317           10.514067            9.269174            8.712638            0.000000
  302         9.9000000000000004E+000         3.7268111861337533E-001         3.6271964239338352E+000         4.9622581082795225E+000        -1.4893847236131084E+000            0.000101           10.789751           10.189262            9.070568            8.391310            7.771797            6.961661            6.417751            6.253387            8.604056            9.455183            9.185713           10.447001            9.210738            8.659886            0.000000
  303         9.9000000000000004E+000         3.8110098830178424E-001         3.6291472474626683E+000         4.9554404834367674E+000        -1.4650493567584384E+000            0.000100           10.689074           10.106148            8.997252            8.324759            7.709854            6.906194            6.366429            6.203797            8.536710            9.373241            9.113335           10.360606            9.135992            8.592664            0.000000
  304         9.9000000000000004E+000         3.8122279387899749E-001         3.6291769594697914E+000         4.9553370665428798E+000        -1.4646887195797378E+000            0.000100           10.687540           10.104901            8.996156            8.323771            7.708933            6.905371            6.365678            6.203071            8.535706            9.372003            9.112254           10.359308            9.134873            8.591661            0.000000
  305         9.9000000000000004E+000         3.8709143138300639E-001         3.6304902143386770E+000         4.9504747614430027E+000        -1.4479631770428960E+000            0.000100           10.618830           10.048136            8.945965            8.278226            7.666379            6.867195            6.330113            6.168710            8.489509            9.316161            9.062674           10.300319            9.083736            8.545544            0.000000
  306         9.9000000000000004E+000         3.8867905113098533E-001         3.6308970380445298E+000         4.9490961509140385E+000        -1.4431671547769533E+000            0.000100           10.598436           10.031507            8.931370            8.265068            7.654147            6.856332            6.320066            6.159034            8.476153            9.299798            9.048268           10.282995            9.068851            8.532211            0.000000
  307         9.9000000000000004E+000         3.9830448038501859E-001         3.6334361494803433E+000         4.9405807076718800E+000        -1.4138605868645966E+000            0.000099           10.472444            9.929371            8.841899            8.184500            7.579370            6.790074            6.258788            6.100102            8.394424            9.199342            8.959962           10.176488            8.977580            8.450590            0.000000
  308         9.9000000000000004E+000         4.0517110897471104E-001         3.6355140683044498E+000         4.9341765495387211E+000        -1.3919905374451385E+000            0.000099           10.374319            9.851194            8.774046            8.123845            7.523399            6.741122            6.213820            6.057083            8.332891            9.122552            8.893038           10.094690            8.908279            8.389132            0.000000
  309         9.9000000000000004E+000         4.1675272693752624E-001         3.6394318565152504E+000         4.9228866496358767E+000        -1.3531815768078110E+000            0.000099           10.194763            9.710196            8.652458            8.015684            7.424028            6.654919            6.134996            5.981974            8.223000            8.984257            8.773118            9.946753            8.784011            8.279413            0.000000
  310         9.9000000000000004E+000         4.2929800590257555E-001         3.6437906140716012E+000         4.9103909291047785E+000        -1.3104171851803672E+000            0.000098            9.996094            9.555172            8.518967            7.896827            7.314907            6.560664            6.048219            5.899399            8.102269            8.832814            8.641298            9.783881            8.647622            8.158811            0.000000
  311         9.9000000000000004E+000         4.3947410994203406E-001         3.6468630778025766E+000         4.9007077083798851E+000        -1.2780340403140131E+000            0.000098            9.851457            9.441054            8.419982            7.807889            7.232850            6.488587            5.981292            5.835520            8.012033            8.721969            8.543324            9.664213            8.546648            8.068615            0.000000
  312         9.9000000000000004E+000         4.3974506991896434E-001         3.6469536670835025E+000         4.9004397688560051E+000        -1.2771265561150853E+000            0.000098            9.847344            9.437820            8.417192            7.805391            7.230556            6.486582            5.979431            5.833752            8.009496            8.718847            8.540561            9.660819            8.543800            8.066080            0.000000
  313         9.9000000000000004E+000         4.4290780558894316E-001         3.6480076308823901E+000         4.8973234047004519E+000        -1.2665589232167072E+000            0.000098            9.799336            9.400187            8.384742            7.776338            7.203855            6.463251            5.957848            5.813216            7.979980            8.682513            8.508417            9.621276            8.510678            8.036572            0.000000
  314         9.9000000000000004E+000         4.4918965533714089E-001         3.6500701887688805E+000         4.8911677371977706E+000        -1.2458652762708540E+000            0.000098            9.705944            9.326779            8.321463            7.719633            7.151747            6.417626            5.915552            5.772992            7.922340            8.611982            8.445675            9.544152            8.446103            7.978936            0.000000
  315         9.9000000000000004E+000         4.7060912107982783E-001         3.6589599725501989E+000         4.8688937896717004E+000        -1.1682062201343772E+000            0.000097            9.340323            9.043297            8.081541            7.506046            6.958175            6.250802            5.762335            5.628853            7.704965            8.346060            8.207039            9.244721            8.200913            7.761350            0.000000
  316         9.9000000000000004E+000         4.7078339609830172E-001         3.6590334603930450E+000         4.8687112370380365E+000        -1.1675702454953620E+000            0.000097            9.337353            9.040991            8.079598            7.504309            6.956598            6.249443            5.761081            5.627676            7.703198            8.343930            8.205091            9.242283            8.198917            7.759578            0.000000
  317         9.9000000000000004E+000         4.7195254000890130E-001         3.6595095762663687E+000         4.8674941402860261E+000        -1.1633788532761817E+000            0.000097            9.317911            9.025889            8.066854            7.492884            6.946213            6.240467            5.752788            5.619882            7.691580            8.329968            8.192312            9.226318            8.185825            7.747927            0.000000
  318         9.9000000000000004E+000         4.7735015820090787E-001         3.6617797730061370E+000         4.8618542956830950E+000        -1.1437191363280861E+000            0.000097            9.226415            8.954912            8.006899            7.439328            6.897574            6.198528            5.714041            5.583521            7.636954            8.264656            8.132361            9.151232            8.124470            7.693344            0.000000
  319         9.9000000000000004E+000         4.9583492257116302E-001         3.6697973086371154E+000         4.8422035987601619E+000        -1.0750949924756403E+000            0.000096            8.909533            8.708838            7.799617            7.253746            6.728756            6.053204            5.579562            5.457456            7.447779            8.040788            7.924951            8.890651            7.912992            7.503753            0.000000
  320         9.9000000000000004E+000         4.9715477171998845E-001         3.6703577700183971E+000         4.8408423586123428E+000        -1.0703033482911244E+000            0.000096            8.887705            8.691796            7.785285            7.240880            6.717026            6.043103            5.570194            5.448673            7.434664            8.025393            7.910571            8.872610            7.898360            7.490595            0.000000
  321         9.9000000000000004E+000         4.9965478633279675E-001         3.6714089265044607E+000         4.8381956800956738E+000        -1.0611761824755992E+000            0.000096            8.846501            8.659528            7.758100            7.216436            6.694697            6.023829            5.552288            5.431861            7.409749            7.996233            7.883286            8.838470            7.870614            7.465631            0.000000
  322         9.9000000000000004E+000         5.0425162613007979E-001         3.6738543918070934E+000         4.8340028293476340E+000        -1.0433765742324139E+000            0.000096            8.759754            8.593298            7.703663            7.168295            6.651378            5.987672            5.519445            5.401495            7.360509            7.937286            7.828578            8.767897            7.814885            7.416270            0.000000
  323         9.9000000000000004E+000         5.1905029965863692E-001         3.6814978673742900E+000         4.8200792640529269E+000        -9.8657798769509653E-001            0.000095            8.490615            8.385513            7.532664            7.016300            6.514576            5.872585            5.414595            5.304177            7.205222            7.753177            7.656359            8.546796            7.639883            7.260381            0.000000
  324         9.9000000000000004E+000         5.2811694260491071E-001         3.6864425087008992E+000         4.8116908969251728E+000        -9.5090661121553166E-001            0.000095            8.322699            8.255584            7.426514            6.921640            6.429989            5.801475            5.350005            5.244321            7.108677            7.639714            7.549049            8.408330            7.531214            7.163354            0.000000
  325         9.9000000000000004E+000         5.3334650281653895E-001         3.6891474233218084E+000         4.8066469688463966E+000        -9.3071452604912908E-001            0.000095            8.230450            8.183410            7.367291            6.868620            6.382509            5.761081            5.313084            5.209969            7.054555            7.576422            7.489091            8.331562            7.470627            7.108943            0.000000
  326         9.9000000000000004E+000         5.3962917029465829E-001         3.6924970039560701E+000         4.8006590708744588E+000        -9.0612818395938555E-001            0.000094            8.118469            8.095667            7.295519            6.804584            6.325177            5.712326            5.268613            5.168631            6.988957            7.500014            7.416326            8.238193            7.397186            7.042962            0.000000
  327         9.9000000000000004E+000         5.4041046646894542E-001         3.6929330907392148E+000         4.7999323875162379E+000        -9.0301048869684175E-001            0.000094            8.104195            8.084499            7.286426            6.796508            6.317956            5.706205            5.263052            5.163473            6.980656            7.490353            7.407097            8.226297            7.387877            7.034609            0.000000
  328         9.9000000000000004E+000         5.6018852749456183E-001         3.7040717123926110E+000         4.7825335629203636E+000        -8.2542182707291767E-001            0.000093            7.753715            7.808098            7.062176            6.599266            6.140197            5.556297            5.127112            5.037604            6.775719            7.252265            7.179029            7.932088            7.158185            6.828390            0.000000
  329         9.9000000000000004E+000         5.6073583173010677E-001         3.7043786454244017E+000         4.7820605356457397E+000        -8.2330753547042634E-001            0.000093            7.744351            7.800642            7.056145            6.593944            6.135413            5.552263            5.123455            5.034217            6.770179            7.245875            7.172879            7.924156            7.152005            6.822824            0.000000
  330         9.9000000000000004E+000         5.6156462753627034E-001         3.7048687372852815E+000         4.7814011855665299E+000        -8.2006159877821549E-001            0.000093            7.729771            7.789073            7.046842            6.585768            6.128102            5.546151            5.117942            5.029135            6.761659            7.236006            7.163387            7.911836            7.142466            6.814261            0.000000
  331         9.9000000000000004E+000         5.7499015581235291E-001         3.7126495280055631E+000         4.7700584680106992E+000        -7.6745183947875084E-001            0.000093            7.499432            7.604561            6.898016            6.453693            6.010386            5.447089            5.028275            4.946200            6.625031            7.078598            7.011345            7.715667            6.989938            6.676796            0.000000
  332         9.9000000000000004E+000         5.8123570618690035E-001         3.7164044408379175E+000         4.7649755213988927E+000        -7.4263038974041573E-001            0.000092            7.392330            7.518193            6.828511            6.391619            5.955580            5.401096            4.986765            4.907885            6.561592            7.005165            6.940210            7.623968            6.918680            6.612648            0.000000
